text_orig,text_strp_unicode,text_strp_punct
from,from,from
valluvanadu,valluvanadu,valluvanadu
in,in,in
the,the,the
leadership,leadership,leadership
of,of,of
the,the,the
then,then,then
eralppadu,eralppadu,eralppadu
.,.,
<<number>>,<<number>>,<<number>>
sthanam,sthanam,sthanam
:,:,
eranadu,eranadu,eranadu
moonnamkur,moonnamkur,moonnamkur
nambiyathiri,nambiyathiri,nambiyathiri
thirumulpad,thirumulpad,thirumulpad
(,(,
the,the,the
munalpadu,munalpadu,munalpadu
),),
<<number>>,<<number>>,<<number>>
sthanam,sthanam,sthanam
:,:,
edattaranadu,edattaranadu,edattaranadu
nambiyathiri,nambiyathiri,nambiyathiri
thirumulpadu,thirumulpadu,thirumulpadu
(,(,
the,the,the
etatralpadu,etatralpadu,etatralpadu
),),
-,-,
mentioned,mentioned,mentioned
in,in,in
the,the,the
manjeri,manjeri,manjeri
pulapatta,pulapatta,pulapatta
inscription,inscription,inscription
a,a,a
the,the,the
overlord,overlord,overlord
of,of,of
the,the,the
``,``,
three,three,three
hundred,hundred,hundred
'','',
nairs,nairs,nairs
.,.,
the,the,the
etatralpadu,etatralpadu,etatralpadu
used,used,used
to,to,to
reside,reside,reside
in,in,in
a,a,a
palace,palace,palace
at,at,at
edattara,edattara,edattara
near,near,near
manjeri,manjeri,manjeri
.,.,
<<number>>,<<number>>,<<number>>
sthanam,sthanam,sthanam
:,:,
nediyiruppu,nediyiruppu,nediyiruppu
mootta,mootta,mootta
eradi,eradi,eradi
thirumulpadu,thirumulpadu,thirumulpadu
(,(,
the,the,the
naduralpadu,naduralpadu,naduralpadu
),),
.,.,
naduralpadu,naduralpadu,naduralpadu
wa,wa,wa
the,the,the
former,former,former
head,head,head
of,of,of
the,the,the
house,house,house
(,(,
eranadu,eranadu,eranadu
chief,chief,chief
under,under,under
the,the,the
cheras,cheras,cheras
of,of,of
kodungallur,kodungallur,kodungallur
),),
.,.,
the,the,the
three,three,three
thavazhis,thavazhis,thavazhis
were,were,were
:,:,
kizhakke,kizhakke,kizhakke
kovilakam,kovilakam,kovilakam
(,(,
eastern,eastern,eastern
branch,branch,branch
),),
padinhare,padinhare,padinhare
kovilakam,kovilakam,kovilakam
(,(,
western,western,western
branch,branch,branch
),),
puthiya,puthiya,puthiya
kovilakam,kovilakam,kovilakam
(,(,
new,new,new
branch,branch,branch
),),
the,the,the
senior,senior,senior
female,female,female
member,member,member
of,of,of
the,the,the
whole,whole,whole
samoothiri,samoothiri,samoothiri
family,family,family
",",",",
the,the,the
valiya,valiya,valiya
thamburatti,thamburatti,thamburatti
",",",",
also,also,also
enjoyed,enjoyed,enjoyed
a,a,a
sthanam,sthanam,sthanam
with,with,with
separate,separate,separate
property,property,property
known,known,known
a,a,a
the,the,the
ambadi,ambadi,ambadi
kovilakam,kovilakam,kovilakam
.,.,
woman,woman,woman
were,were,were
not,not,not
allowed,allowed,allowed
to,to,to
be,be,be
the,the,the
ruler,ruler,ruler
of,of,of
kozhikode,kozhikode,kozhikode
",",",",
and,and,and
the,the,the
oldest,oldest,oldest
male,male,male
member,member,member
traced,traced,traced
the,the,the
female,female,female
becomes,becomes,becomes
the,the,the
next,next,next
samoothiri,samoothiri,samoothiri
.,.,
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
history,history,history
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
brahmanic,brahmanic,brahmanic
legend,legend,legend
such,such,such
a,a,a
the,the,the
keralolpathi,keralolpathi,keralolpathi
(,(,
compiled,compiled,compiled
in,in,in
it,it,it
final,final,final
form,form,form
c.,c.,c
<<number>>,<<number>>,<<number>>
-,-,
<<number>>,<<number>>,<<number>>
century,century,century
),),
and,and,and
the,the,the
calicut,calicut,calicut
granthavari,granthavari,granthavari
recount,recount,recount
the,the,the
event,event,event
leading,leading,leading
to,to,to
establishment,establishment,establishment
of,of,of
the,the,the
state,state,state
of,of,of
kozhikode,kozhikode,kozhikode
.,.,
',',
there,there,there
were,were,were
two,two,two
brother,brother,brother
belonging,belonging,belonging
to,to,to
the,the,the
eradi,eradi,eradi
ruling,ruling,ruling
family,family,family
at,at,at
nediyiruppu,nediyiruppu,nediyiruppu
.,.,
the,the,the
brother,brother,brother
manichan,manichan,manichan
and,and,and
vikraman,vikraman,vikraman
were,were,were
the,the,the
most,most,most
trusted,trusted,trusted
warrior,warrior,warrior
in,in,in
the,the,the
militia,militia,militia
of,of,of
the,the,the
kodungallur,kodungallur,kodungallur
chera,chera,chera
kingdom,kingdom,kingdom
.,.,
they,they,they
distinguished,distinguished,distinguished
themselves,themselves,themselves
in,in,in
the,the,the
battle,battle,battle
against,against,against
the,the,the
foreigner,foreigner,foreigner
.,.,
however,however,however
",",",",
during,during,during
the,the,the
partition,partition,partition
of,of,of
chera,chera,chera
kingdom,kingdom,kingdom
",",",",
the,the,the
chera,chera,chera
monarch,monarch,monarch
failed,failed,failed
to,to,to
allocate,allocate,allocate
any,any,any
land,land,land
to,to,to
nediyiruppu,nediyiruppu,nediyiruppu
.,.,
filled,filled,filled
with,with,with
guilt,guilt,guilt
",",",",
the,the,the
king,king,king
later,later,later
gave,gave,gave
an,an,an
unwanted,unwanted,unwanted
piece,piece,piece
of,of,of
marshy,marshy,marshy
tract,tract,tract
of,of,of
land,land,land
called,called,called
kozhikode,kozhikode,kozhikode
to,to,to
the,the,the
younger,younger,younger
brother,brother,brother
vikraman,vikraman,vikraman
(,(,
the,the,the
elder,elder,elder
brother,brother,brother
died,died,died
in,in,in
the,the,the
battle,battle,battle
),),
.,.,
the,the,the
king,king,king
also,also,also
gifted,gifted,gifted
his,his,his
personal,personal,personal
sword,sword,sword
and,and,and
his,his,his
favourite,favourite,favourite
prayer,prayer,prayer
shankha,shankha,shankha
–,,
both,both,both
broken,broken,broken
–,,
to,to,to
him,him,him
and,and,and
told,told,told
him,him,him
to,to,to
occupy,occupy,occupy
a,a,a
much,much,much
a,a,a
land,land,land
a,a,a
he,he,he
could,could,could
with,with,with
all,all,all
his,his,his
might,might,might
.,.,
so,so,so
the,the,the
eradis,eradis,eradis
conquered,conquered,conquered
neighbouring,neighbouring,neighbouring
kingdom,kingdom,kingdom
and,and,and
created,created,created
a,a,a
large,large,large
state,state,state
for,for,for
themselves,themselves,themselves
.,.,
a,a,a
a,a,a
token,token,token
of,of,of
their,their,their
respect,respect,respect
to,to,to
the,the,the
chera,chera,chera
king,king,king
",",",",
they,they,they
adopted,adopted,adopted
the,the,the
logo,logo,logo
of,of,of
two,two,two
crossed,crossed,crossed
sword,sword,sword
",",",",
with,with,with
a,a,a
broken,broken,broken
shankha,shankha,shankha
in,in,in
the,the,the
middle,middle,middle
and,and,and
a,a,a
lighted,lighted,lighted
lamp,lamp,lamp
above,above,above
it,it,it
.,.,
durate,durate,durate
barbosa,barbosa,barbosa
",",",",
in,in,in
the,the,the
early,early,early
<<number>>,<<number>>,<<number>>
century,century,century
",",",",
mention,mention,mention
the,the,the
cheraman,cheraman,cheraman
sword,sword,sword
among,among,among
the,the,the
three,three,three
sword,sword,sword
and,and,and
other,other,other
royal,royal,royal
emblem,emblem,emblem
of,of,of
the,the,the
samoothiri,samoothiri,samoothiri
usually,usually,usually
taken,taken,taken
out,out,out
in,in,in
ceremonial,ceremonial,ceremonial
procession,procession,procession
.,.,
the,the,the
sword,sword,sword
wa,wa,wa
worshipped,worshipped,worshipped
by,by,by
the,the,the
samoothiris,samoothiris,samoothiris
in,in,in
their,their,their
private,private,private
temple,temple,temple
everyday,everyday,everyday
and,and,and
especially,especially,especially
at,at,at
the,the,the
time,time,time
of,of,of
the,the,the
coronation,coronation,coronation
.,.,
the,the,the
cheraman,cheraman,cheraman
sword,sword,sword
wa,wa,wa
burnt,burnt,burnt
in,in,in
a,a,a
surprise,surprise,surprise
attack,attack,attack
by,by,by
the,the,the
dutch,dutch,dutch
at,at,at
kodungallur,kodungallur,kodungallur
(,(,
<<year>>,<<year>>,<<year>>
),),
while,while,while
the,the,the
samoothiri,samoothiri,samoothiri
wa,wa,wa
residing,residing,residing
with,with,with
velutha,velutha,velutha
nambiyar,nambiyar,nambiyar
.,.,
a,a,a
new,new,new
sword,sword,sword
wa,wa,wa
made,made,made
in,in,in
<<year>>,<<year>>,<<year>>
out,out,out
of,of,of
the,the,the
fragment,fragment,fragment
of,of,of
the,the,the
old,old,old
.,.,
the,the,the
broken,broken,broken
part,part,part
of,of,of
the,the,the
<<year>>,<<year>>,<<year>>
sword,sword,sword
",",",",
kept,kept,kept
in,in,in
a,a,a
fully,fully,fully
sealed,sealed,sealed
copper,copper,copper
sheath,sheath,sheath
",",",",
are,are,are
still,still,still
worshipped,worshipped,worshipped
daily,daily,daily
in,in,in
the,the,the
bhagavathi,bhagavathi,bhagavathi
temple,temple,temple
attached,attached,attached
to,to,to
the,the,the
palace,palace,palace
of,of,of
the,the,the
samoothiris,samoothiris,samoothiris
at,at,at
thiruvachira,thiruvachira,thiruvachira
.,.,
<<section_title_start>>,<<section_title_start>>,<<section_title_start>>
ruler,ruler,ruler
of,of,of
eranadu,eranadu,eranadu
<<section_title_end>>,<<section_title_end>>,<<section_title_end>>
historical,historical,historical
record,record,record
regarding,regarding,regarding
the,the,the
origin,origin,origin
of,of,of
the,the,the
samoothiri,samoothiri,samoothiri
of,of,of
kozhikode,kozhikode,kozhikode
are,are,are
obscure,obscure,obscure
.,.,
however,however,however
",",",",
it,it,it
is,is,is
generally,generally,generally
agreed,agreed,agreed
among,among,among
historian,historian,historian
the,the,the
eradis,eradis,eradis
were,were,were
originally,originally,originally
the,the,the
autonomous,autonomous,autonomous
ruler,ruler,ruler
of,of,of
eralnadu/eranadu,eralnadu/eranadu,eralnadueranadu
region,region,region
of,of,of
the,the,the
kodungallur,kodungallur,kodungallur
chera,chera,chera
kingdom,kingdom,kingdom
.,.,
the,the,the
kodungallur,kodungallur,kodungallur
chera,chera,chera
kingdom,kingdom,kingdom
wa,wa,wa
a,a,a
congeries,congeries,congeries
of,of,of
chiefdoms,chiefdoms,chiefdoms
",",",",
which,which,which
were,were,were
ruled,ruled,ruled
by,by,by
local,local,local
chief,chief,chief
.,.,
the,the,the
office,office,office
of,of,of
the,the,the
chief/senior,chief/senior,chiefsenior
prince,prince,prince
of,of,of
eranadu,eranadu,eranadu
(,(,
eralanadu,eralanadu,eralanadu
utaya,utaya,utaya
),),
is,is,is
assumed,assumed,assumed
to,to,to
be,be,be
the,the,the
hereditary,hereditary,hereditary
.,.,
the,the,the
earliest,earliest,earliest
reference,reference,reference
to,to,to
the,the,the
chief,chief,chief
and,and,and
chiefdom,chiefdom,chiefdom
of,of,of
eranadu,eranadu,eranadu
is,is,is
the,the,the
cochin,cochin,cochin
jewish,jewish,jewish
copper,copper,copper
plate,plate,plate
(,(,
c.,c.,c
<<year>>,<<year>>,<<year>>
ad,ad,ad
),),
.,.,
old,old,old
malayalam,malayalam,malayalam
inscription,inscription,inscription
name,name,name
two,two,two
title,title,title
for,for,for
the,the,the
ruler,ruler,ruler
of,of,of
eranadu,eranadu,eranadu
-,-,
manvepala,manvepala,manvepala
manaviyata,manaviyata,manaviyata
(,(,
c.,c.,c
<<number>>,<<number>>,<<number>>
century,century,century
),),
and,and,and
manavikrama,manavikrama,manavikrama
(,(,
c.,c.,c
<<number>>,<<number>>,<<number>>
century,century,century
),),
.,.,
in,in,in
the,the,the
later,later,later
period,period,period
",",",",
manavikrama,manavikrama,manavikrama
",",",",
manaveda,manaveda,manaveda
and,and,and
viraraya,viraraya,viraraya
were,were,were
the,the,the
only,only,only
name,name,name
given,given,given
to,to,to
male,male,male
member,member,member
in,in,in
the,the,the
royal,royal,royal
family,family,family
",",",",
the,the,the
samoothiri,samoothiri,samoothiri
always,always,always
being,being,being
known,known,known
a,a,a
manavikrama,manavikrama,manavikrama
.,.,
historian,historian,historian
assume,assume,assume
that,that,that
manaveda,manaveda,manaveda
might,might,might
be,be,be
a,a,a
corruption,corruption,corruption
of,of,of
the,the,the
old,old,old
malayalam,malayalam,malayalam
title,title,title
``,``,
manaviyata,manaviyata,manaviyata
'','',
.,.,
scholar,scholar,scholar
tentatively,tentatively,tentatively
identify,identify,identify
manaviyata,manaviyata,manaviyata
and,and,and
manavikrama,manavikrama,manavikrama
with,with,with
the,the,the
title,title,title
of,of,of
the,the,the
elder,elder,elder
and,and,and
younger,younger,younger
brother,brother,brother
of,of,of
the,the,the
famous,famous,famous
origin,origin,origin
legend,legend,legend
.,.,
the,the,the
strength,strength,strength
of,of,of
the,the,the
``,``,
hundred,hundred,hundred
organisation,organisation,organisation
'','',
of,of,of
the,the,the
senior,senior,senior
prince,prince,prince
of,of,of
eranadu,eranadu,eranadu
wa,wa,wa
``,``,
six,six,six
hundred,hundred,hundred
'','',
.,.,
hundred,hundred,hundred
organisation,organisation,organisation
with,with,with
same,same,same
capacity,capacity,capacity
are,are,are
also,also,also
found,found,found
in,in,in
ramavalanadu,ramavalanadu,ramavalanadu
",",",",
valluvanadu,valluvanadu,valluvanadu
",",",",
kizhmalanadu,kizhmalanadu,kizhmalanadu
",",",",
and,and,and
venadu,venadu,venadu
.,.,
scholar,scholar,scholar
come,come,come
across,across,across
only,only,only
one,one,one
nadu,nadu,nadu
with,with,with
a,a,a
stronger,stronger,stronger
force,force,force
",",",",
namely,namely,namely
kurumpuranadu,kurumpuranadu,kurumpuranadu
",",",",
with,with,with
a,a,a
force,force,force
of,of,of
seven,seven,seven
hundred,hundred,hundred
although,although,although
many,many,many
lesser,lesser,lesser
one,one,one
with,with,with
five,five,five
hundred,hundred,hundred
of,of,of
purakizhanadu,purakizhanadu,purakizhanadu
",",",",
three,three,three
hundred,hundred,hundred
of,of,of
nantuzhanadu,nantuzhanadu,nantuzhanadu
",",",",
etc.,etc.,etc
",",",",
are,are,are
available,available,available
.,.,
although,although,although
there,there,there
is,is,is
no,no,no
solid,solid,solid
basis,basis,basis
for,for,for
the,the,the
famous,famous,famous
partition,partition,partition
legend,legend,legend
(,(,
the,the,the
cheraman,cheraman,cheraman
perumal,perumal,perumal
tradition,tradition,tradition
),),
surrounding,surrounding,surrounding
the,the,the
end,end,end
of,of,of
kodungallur,kodungallur,kodungallur
cheras,cheras,cheras
",",",",
it,it,it
is,is,is
a,a,a
possibility,possibility,possibility
that,that,that
following,following,following
the,the,the
mysterious,mysterious,mysterious
disappearance,disappearance,disappearance
of,of,of
the,the,the
ruler,ruler,ruler
",",",",
the,the,the
land,land,land
wa,wa,wa
``,``,
partitioned,partitioned,partitioned
'','',
and,and,and
that,that,that
the,the,the
governor,governor,governor
of,of,of
different,different,different
nadus,nadus,nadus
asserted,asserted,asserted
independence,independence,independence
",",",",
proclaiming,proclaiming,proclaiming
it,it,it
a,a,a
their,their,their
gift,gift,gift
from,from,from
the,the,the
last,last,last
overlord,overlord,overlord
.,.,
there,there,there
is,is,is
some,some,some
ambiguity,ambiguity,ambiguity
regarding,regarding,regarding
the,the,the
exact,exact,exact
course,course,course
of,of,of
event,event,event
that,that,that
led,led,led
to,to,to
the,the,the
establishment,establishment,establishment
of,of,of
eradi,eradi,eradi
's,'s,s
rule,rule,rule
over,over,over
kozhikode,kozhikode,kozhikode
",",",",
their,their,their
later,later,later
seat,seat,seat
.,.,
some,some,some
historian,historian,historian
are,are,are
of,of,of
the,the,the
view,view,view
that,that,that
the,the,the
eradi,eradi,eradi
wa,wa,wa
in,in,in
fact,fact,fact
a,a,a
favourite,favourite,favourite
of,of,of
the,the,the
last,last,last
kodungallur,kodungallur,kodungallur
chera,chera,chera
king,king,king
a,a,a
he,he,he
wa,wa,wa
at,at,at
the,the,the
forefront,forefront,forefront
of,of,of
the,the,the
battle,battle,battle
with,with,with
the,the,the
chola–pandya,cholapandya,cholapandya
force,force,force
in,in,in
south,south,south
kerala,kerala,kerala
.,.,
the,the,the
eradi,eradi,eradi
seems,seems,seems
to,to,to
have,have,have
led,led,led
the,the,the
chera,chera,chera
army,army,army
to,to,to
victory,victory,victory
.,.,
the,the,the
king,king,king
therefore,therefore,therefore
granted,granted,granted
him,him,him
",",",",
a,a,a
a,a,a
mark,mark,mark
of,of,of
favour,favour,favour
",",",",
a,a,a
small,small,small
tract,tract,tract
of,of,of
land,land,land
on,on,on
the,the,the
sea-coast,sea-coast,seacoast
[,[,
kozhikode,kozhikode,kozhikode
],],
in,in,in
addition,addition,addition
to,to,to
his,his,his
hereditary,hereditary,hereditary
possession,possession,possession
[,[,
eralanadu,eralanadu,eralanadu
province,province,province
],],
.,.,
the,the,the
eradis,eradis,eradis
subsequently,subsequently,subsequently
moved,moved,moved
their,their,their
seat,seat,seat
to,to,to
the,the,the
coastal,coastal,coastal
``,``,
marshy,marshy,marshy
land,land,land
'','',
and,and,and
established,established,established
the,the,the
city,city,city
of,of,of
kozhikode,kozhikode,kozhikode
.,.,
to,to,to
corroborate,corroborate,corroborate
his,his,his
assertion,assertion,assertion
that,that,that
eradi,eradi,eradi
prince,prince,prince
wa,wa,wa
a,a,a
member,member,member
of,of,of
the,the,the
inner,inner,inner
circle,circle,circle
of,of,of
the,the,the
last,last,last
chera,chera,chera
king,king,king
